L10 Median,Kalman,DARKO,Relative Performance,Home,Recent T,Spread,Points,Line,OU Result
16.5,16.63210572245737,16.416506117993904,11.125,0.0,0.5942757877373179,12.0,18.0,16.5,1.0
10.5,11.435350479026415,11.220349167570218,11.125,0.0,-0.6221032111478376,12.0,21.0,11.5,1.0
13.0,13.363064189801165,12.599714046843747,3.3076923076923066,1.0,0.3517307057388305,-12.0,24.0,13.5,1.0
29.0,28.330129451700213,28.056361296685925,-2.384615384615387,1.0,-0.053867881022000984,11.0,26.0,26.5,0.0
10.0,12.157248104971336,12.460368795427764,-6.928571428571431,0.0,-0.20065898823014372,-11.0,6.0,12.5,0.0
14.0,12.85200672980283,13.556452149693891,-6.928571428571431,0.0,0.024998197310384666,-11.0,18.0,12.5,1.0
16.5,17.147393797939973,16.95361374592959,-6.928571428571431,0.0,-1.4852866740102366,-11.0,6.0,17.5,0.0
12.0,12.670303634495042,12.440814985321209,-6.928571428571431,0.0,0.4653970664673106,-11.0,19.0,11.5,1.0
19.0,21.168269940997455,18.906593963019535,-2.384615384615387,1.0,-0.2791864684136058,11.0,8.0,17.5,0.0
18.5,17.233011177433884,17.863055445467452,-2.384615384615387,1.0,-0.3336807365889905,11.0,18.0,16.5,1.0
12.0,12.145436126822062,11.170960819269007,-6.928571428571431,0.0,0.5467218049587582,-11.0,9.0,10.5,0.0
14.0,10.823594545770215,9.77165406825485,10.75,0.0,3.255842335070722,-10.0,2.0,12.5,0.0
15.5,18.95752625793142,19.09691001575114,11.0,1.0,-0.5621467574465868,10.0,33.0,19.5,1.0
16.5,15.551707800949492,16.82552119167836,10.75,0.0,-2.6473070819570363,-10.0,20.0,15.5,1.0
19.0,21.027352752041992,17.839563645296142,11.0,1.0,2.1133583106971336,10.0,14.0,17.5,0.0
20.5,20.59794246378939,19.12184067721081,11.0,1.0,0.9871553183614378,10.0,24.0,18.5,1.0
15.5,20.019089398200386,16.18067284919966,20.53333333333333,1.0,1.4022367539928808,28.0,7.0,17.5,0.0
23.0,23.682119983789526,24.955614296075687,-11.142857142857139,0.0,-0.7217602443487692,-28.0,6.0,25.5,0.0
11.0,12.174034776976846,12.432127750708421,-11.142857142857139,0.0,0.4577762770739618,-28.0,6.0,12.5,0.0
9.0,12.328715291570063,11.385409043301298,-12.266666666666666,1.0,-0.46633665899012544,13.0,14.0,11.5,1.0
14.0,17.30707547425759,16.849996330811035,-23.266666666666666,0.0,0.12171097221188085,-13.0,7.0,16.5,0.0
19.5,22.539862401882868,23.272509309879673,-23.266666666666666,0.0,0.49610206578137817,-13.0,9.0,21.5,0.0
14.5,14.489067560484125,16.49214648578704,-12.266666666666666,1.0,-0.02655478217927683,13.0,9.0,16.5,0.0
18.5,19.359645141326894,20.409148053934068,-12.266666666666666,1.0,-0.5366327268666198,13.0,23.0,20.5,1.0
15.0,15.076373941134511,15.273368109590967,-0.9285714285714306,1.0,-0.2749756063406955,-21.0,8.0,17.5,0.0
17.5,22.663223933284225,20.28873939296242,8.352941176470594,0.0,0.30334013190173303,21.0,17.0,19.5,0.0
17.5,19.461584836276455,17.510420645191793,8.352941176470594,0.0,1.4951682377661122,21.0,15.0,17.5,0.0
21.5,21.25686653903841,19.5400163197625,8.352941176470594,0.0,0.8889605681979884,21.0,26.0,19.5,1.0
13.0,16.061129382982053,13.727758284533959,-0.9285714285714306,1.0,0.2323782894745374,-21.0,19.0,15.5,1.0
10.0,11.152296087688315,11.845584257360844,-19.46666666666667,0.0,-0.3055472352518527,-11.0,14.0,12.5,1.0
14.0,13.598478404673168,13.979311060544628,-19.46666666666667,0.0,0.3844884899453142,-11.0,14.0,13.5,1.0
16.0,15.518800267008826,15.91124099907948,-19.46666666666667,0.0,-1.5781505163332457,-11.0,9.0,16.5,0.0
12.0,13.95910111686972,13.065003117150258,-19.46666666666667,0.0,0.7996790598211863,-11.0,2.0,12.5,0.0
14.0,13.792436452000421,13.392779608456797,-11.066666666666663,1.0,-0.7896299382811727,11.0,11.0,12.5,0.0
19.0,14.805110621018475,18.054333914235954,-11.066666666666663,1.0,-0.5552328505774637,11.0,16.0,18.5,0.0
17.0,18.29598626308817,17.913817483095766,-11.066666666666663,1.0,0.1980403454019834,11.0,13.0,15.5,0.0
17.5,14.586874002598906,15.043356696171731,-11.066666666666663,1.0,-0.23844323652208754,11.0,13.0,15.5,0.0
11.0,11.617513781986082,10.964366863614293,-19.46666666666667,0.0,0.33417334062660436,-11.0,10.0,11.5,0.0
15.5,17.0304790485214,15.334890552263184,14.25,1.0,0.8506201776421447,8.0,12.0,16.5,0.0
21.5,18.216326516249037,23.024627872583427,4.599999999999994,0.0,-0.8788095000318819,-8.0,23.0,23.5,0.0
7.5,10.358327413228626,9.219680161875601,14.25,1.0,0.3779776207428782,8.0,18.0,10.5,1.0
9.0,10.987294521808098,11.832141879868697,4.599999999999994,0.0,-0.30987299955176645,-8.0,1.0,10.5,0.0
12.5,14.559514090354327,13.458648002263129,6.470588235294116,0.0,1.7078885806512254,-1.0,18.0,15.5,1.0
12.0,12.746250812297456,12.597780432318865,8.642857142857139,1.0,0.8051079226607042,1.0,25.0,13.5,1.0
17.0,16.402249059675796,16.224997064514707,6.470588235294116,0.0,-0.4183821069658444,-1.0,17.0,17.5,0.0
16.0,14.348086561966385,14.23194828863979,8.642857142857139,1.0,-0.09779806392463228,1.0,23.0,15.5,1.0
17.5,16.79697164906471,16.553693189268987,6.470588235294116,0.0,0.7028559869004679,-1.0,24.0,16.5,1.0
13.5,15.076150568500594,14.902892382511443,8.642857142857139,1.0,-0.44874266911121136,1.0,6.0,16.5,0.0
13.0,13.346492092030122,12.06761588014776,6.470588235294116,0.0,0.010238311569532628,-1.0,12.0,12.5,0.0
7.0,6.422565424963378,7.629814244426083,14.25,1.0,-0.4181651315410544,8.0,8.0,8.5,0.0
7.5,7.364501823871556,7.2457532019554485,4.599999999999994,0.0,-0.11066892841134533,-8.0,9.0,8.5,1.0
8.0,10.554787972293102,9.953925415518462,14.25,1.0,0.43312099567955514,8.0,13.0,10.5,1.0
10.0,10.075417591322209,8.676799802688777,8.642857142857139,1.0,1.3114593722607546,1.0,16.0,10.5,1.0
12.0,10.268550877650496,10.404839039142932,8.642857142857139,1.0,0.3549642297427253,1.0,2.0,11.5,0.0
11.0,12.27287073510767,11.61742287161211,2.941176470588232,0.0,0.0,-6.0,15.0,12.5,1.0
22.5,19.645796881257542,23.02230891052467,14.3125,1.0,-0.9730526724771313,6.0,23.0,20.5,1.0
8.5,8.968843199510479,8.39100631922806,2.941176470588232,0.0,1.4475107653647044,-6.0,17.0,10.5,1.0
9.5,10.342233453990787,10.164898429301202,2.941176470588232,0.0,0.28806763239219096,-6.0,3.0,10.5,0.0
14.5,12.987039721638268,15.827307657373257,2.941176470588232,0.0,-1.3399778080004974,-6.0,11.0,16.5,0.0
19.5,20.127046226227478,20.639055327595056,2.941176470588232,0.0,-0.32690090154908147,-6.0,29.0,22.5,1.0
28.5,28.026812978383262,27.853568226620595,7.785714285714292,0.0,-0.4684498499227952,12.0,31.0,26.5,1.0
13.0,14.321661476205422,13.784542626864505,3.066666666666663,1.0,1.0482484112710322,-12.0,18.0,14.5,1.0
17.0,15.781405669369551,15.07095877656724,3.066666666666663,1.0,1.0854443475016904,-12.0,20.0,15.5,1.0
17.0,16.786147265678228,17.740796393197574,7.785714285714292,0.0,-0.022957437624627985,12.0,22.0,17.5,1.0
10.0,10.945583937911863,9.691924281231747,3.066666666666663,1.0,1.0052438744445584,-12.0,5.0,10.5,0.0
18.0,17.381186215079886,17.87656056574332,7.785714285714292,0.0,-0.9334557455092407,12.0,21.0,16.5,1.0
13.5,13.11736241420785,14.05097905812507,3.066666666666663,1.0,-0.5645837969807754,-12.0,21.0,15.5,1.0
10.5,11.610048574085583,12.03981197464894,14.75,0.0,0.16402105809902126,3.0,7.0,12.5,0.0
14.0,15.775804899578613,15.048327841980695,12.411764705882348,1.0,0.839507323845119,-3.0,10.0,15.5,0.0
13.5,13.624829980845773,13.981176236983885,14.75,0.0,0.7835311823336037,3.0,7.0,13.5,0.0
16.0,14.756992268467812,15.28816972443556,14.75,0.0,-2.153044160967206,3.0,24.0,16.5,1.0
12.0,11.379942162800049,12.06745642516542,14.75,0.0,-0.34854822733903623,3.0,22.0,12.5,1.0
7.5,11.426654477922499,9.974161369138164,12.411764705882348,1.0,0.9214280827359365,-3.0,18.0,10.5,1.0
11.0,11.383949668508512,10.877425995683838,14.75,0.0,0.2359480059528402,3.0,23.0,10.5,1.0
12.5,15.182678147492247,13.834416594779283,-3.8888888888888857,0.0,1.977341701298389,-12.0,11.0,14.5,0.0
16.5,16.56675049384727,16.28912373040811,-3.8888888888888857,0.0,-0.02463557397967685,-12.0,15.0,17.5,0.0
13.5,13.412173977069639,13.170280160395174,6.625,1.0,-0.39606349584972816,12.0,18.0,13.5,1.0
19.0,14.955334873693936,17.863305805990517,6.625,1.0,-1.059404987301742,12.0,34.0,20.5,1.0
18.0,17.866774838001888,17.169828699378364,-3.8888888888888857,0.0,2.387969541545396,-12.0,14.0,16.5,0.0
13.5,13.083775500300996,12.062021087203387,-3.8888888888888857,0.0,0.8364011735804494,-12.0,12.0,12.5,0.0
16.0,17.40483873636994,17.372448286594377,6.625,1.0,0.2644806757090916,12.0,15.0,17.5,0.0
17.5,14.258549931451055,14.853349335909893,6.625,1.0,0.2344662200020833,12.0,8.0,14.5,0.0
28.5,28.47391618846537,28.1687593771546,0.2666666666666657,0.0,-0.2677423150691526,11.0,11.0,27.5,0.0
12.5,14.399618913286258,14.61810126086507,-2.2777777777777715,1.0,0.5141080968591658,-11.0,13.0,13.5,0.0
17.0,18.58429346562364,18.199392692002068,0.2666666666666657,0.0,0.4682104465089938,11.0,26.0,18.5,1.0
18.5,18.06805140320047,18.189448478087673,0.2666666666666657,0.0,-0.3198450618326283,11.0,2.0,17.5,0.0
9.5,9.540202330922087,8.281047231912037,-2.2777777777777715,1.0,0.24469317888881792,-11.0,14.0,9.5,1.0
11.0,12.292631824591567,10.658136186705995,-2.2777777777777715,1.0,1.5952504310984745,-11.0,23.0,12.5,1.0
13.0,14.22234556123383,14.819333033171793,-1.0,0.0,0.03672363247978354,-6.0,24.0,15.5,1.0
17.0,21.2350948763076,20.024201773822686,-7.15789473684211,1.0,0.5084089598813007,6.0,22.0,19.5,1.0
17.5,18.502225301031757,17.308488956125952,-7.15789473684211,1.0,0.8692936373638739,6.0,5.0,16.5,0.0
21.5,22.082446103218395,20.059640558189077,-7.15789473684211,1.0,1.2112346396323233,6.0,10.0,19.5,0.0
14.0,16.040854193189915,14.19958924160687,-1.0,0.0,1.7514786888995766,-6.0,16.0,14.5,1.0
15.5,16.111849330545752,16.18299927185262,7.315789473684205,0.0,0.7230653356754789,6.0,15.0,16.5,0.0
20.0,20.12152732664794,22.15961954307015,-0.4117647058823479,1.0,-0.7405329593267881,-6.0,7.0,22.5,0.0
18.0,17.430004197592268,16.908879074062973,7.315789473684205,0.0,1.2647306249637782,6.0,16.0,16.5,0.0
12.0,12.84910055994741,12.056915328816334,7.315789473684205,0.0,1.0731866562143808,6.0,12.0,13.5,0.0
9.0,11.025245246666397,10.874591461461685,-0.4117647058823479,1.0,-0.3924298320156235,-6.0,15.0,10.5,1.0
12.0,12.779500855327148,11.919806159574796,-15.222222222222229,0.0,-0.34532499655357474,8.0,11.0,11.5,0.0
14.5,14.89246839673342,14.180762827118562,-18.125,1.0,0.8492077756084468,-8.0,10.0,14.5,0.0
18.5,16.422291179132216,15.534250307648806,-18.125,1.0,2.3796221479762956,-8.0,15.0,16.5,0.0
14.5,12.50794309628767,15.395773621033442,-15.222222222222229,0.0,-1.6936970159837894,8.0,16.0,14.5,1.0
13.5,14.830469091842744,14.704132968945276,-18.125,1.0,-0.08349534945859213,-8.0,11.0,15.5,0.0
21.5,21.944880870042905,21.386476552464753,-15.222222222222229,0.0,0.4341363123170973,8.0,13.0,21.5,0.0
23.5,21.708513429916486,23.106426241001788,-9.277777777777771,0.0,-0.5446537550901673,-24.0,21.0,22.5,0.0
13.5,13.864739832738815,13.559263237487459,11.444444444444443,1.0,0.8502861011733505,24.0,12.0,13.5,0.0
20.0,22.098849667361755,20.269049904132373,11.444444444444443,1.0,-0.14268942504342258,24.0,26.0,21.5,1.0
15.5,16.942794196704597,17.007385621768684,11.444444444444443,1.0,-0.7851986044385342,24.0,14.0,16.5,0.0
13.5,12.654032684513105,13.944891097109728,11.444444444444443,1.0,-1.7280667968938772,24.0,8.0,13.5,0.0
11.5,11.470951974258725,11.711636073348282,-9.277777777777771,0.0,-0.8347057932851346,-24.0,7.0,10.5,0.0
12.0,12.563412891584166,11.840021020934522,-17.421052631578945,0.0,-0.4117604056993174,-9.0,9.0,10.5,0.0
13.0,13.412937044777735,12.62606675881855,-11.799999999999997,1.0,-0.46000012672181523,9.0,9.0,12.5,0.0
19.5,21.40993628482457,20.191747913222862,-11.799999999999997,1.0,0.9982261305294148,9.0,17.0,20.5,0.0
12.0,9.7435331891109,8.921858155286511,-17.421052631578945,0.0,0.7288580215944548,-9.0,1.0,11.5,0.0
16.0,15.600423191524087,16.264738749689872,-11.799999999999997,1.0,-0.48412213735239834,9.0,21.0,14.5,1.0
14.5,13.505589594394895,15.448184974136623,-17.421052631578945,0.0,-1.1253841507210762,-9.0,17.0,14.5,1.0
19.5,20.08195617302075,20.659023069492736,-17.421052631578945,0.0,-0.4610956833833727,-9.0,15.0,20.5,0.0
21.5,19.8248242368277,19.20659093148759,-11.799999999999997,1.0,0.8431631019754245,9.0,17.0,18.5,0.0
15.0,16.645850799057026,15.63506018166977,1.058823529411768,1.0,-0.16267583576897757,-8.0,19.0,16.5,1.0
14.5,14.31872636125035,13.801159685067024,5.941176470588232,0.0,0.9254858805188599,8.0,12.0,14.5,0.0
17.0,16.132127512728736,15.485741673265153,5.941176470588232,0.0,2.235150659249441,8.0,26.0,16.5,1.0
11.5,13.954975455440984,14.36780666397824,5.941176470588232,0.0,0.31844996917641216,8.0,4.0,13.5,0.0
15.0,16.010937639877234,14.35956061834623,1.058823529411768,1.0,1.4237705500829172,-8.0,19.0,14.5,1.0
15.5,15.804425105227027,16.08784875001857,-12.049999999999997,0.0,0.02912736962946734,-19.0,13.0,16.5,0.0
23.0,21.495326463982565,22.929683764992333,16.21052631578948,1.0,-1.124057932498087,-8.0,26.0,23.5,1.0
21.0,17.731721783594953,20.046850053394483,22.15789473684211,0.0,-0.5127315631642959,8.0,24.0,19.5,1.0
20.0,17.578957615378783,20.831295733042197,22.15789473684211,0.0,-1.5609085406875334,8.0,34.0,21.5,1.0
10.5,12.936720376658213,11.80085815637376,22.15789473684211,0.0,1.7857446337744103,8.0,11.0,11.5,0.0
11.5,10.538315600886358,11.339812414292014,16.21052631578948,1.0,-0.7604866484517453,-8.0,3.0,11.5,0.0
28.0,25.331010284511144,26.679627817953975,10.235294117647058,1.0,-0.6378590525001262,21.0,18.0,27.5,0.0
13.0,13.656088997499834,14.288082325047595,-2.299999999999997,0.0,-1.9059762418983133,-21.0,18.0,13.5,1.0
17.0,19.025399432786408,18.60016099563952,10.235294117647058,1.0,0.40417067519576455,21.0,20.0,19.5,1.0
18.0,19.244916676764408,18.241722860255788,10.235294117647058,1.0,-0.195560622892062,21.0,28.0,18.5,1.0
11.0,11.148335769792562,9.32517281519074,-2.299999999999997,0.0,1.479829364309864,-21.0,6.0,11.5,0.0
15.5,17.181088458247846,15.920009671890568,6.0,0.0,0.540517915166264,-3.0,19.0,17.5,1.0
23.5,22.77449919576204,23.176372819690247,4.400000000000006,1.0,-0.23141344716012252,3.0,19.0,22.5,0.0
15.0,20.43289202464015,18.20405565623755,4.400000000000006,1.0,0.19883988689154186,3.0,10.0,16.5,0.0
7.5,9.019404429025364,10.706564256996275,4.400000000000006,1.0,-0.7651107622478069,3.0,16.0,11.5,1.0
17.5,16.68047690947525,14.752521832392222,6.0,0.0,1.8645417690304378,-3.0,12.0,16.5,0.0
14.5,13.972921466347453,13.645583852644538,8.611111111111114,0.0,1.0557940983220058,4.0,27.0,13.5,1.0
18.5,17.99133014812129,16.393914615980076,8.611111111111114,0.0,2.2209377930780665,4.0,33.0,17.5,1.0
12.5,13.63089747420631,13.429669701540266,-0.15789473684210975,1.0,0.640048186847472,-4.0,13.0,13.5,0.0
23.0,22.967408521546638,20.745360811363888,-0.15789473684210975,1.0,0.1922238251911539,-4.0,13.0,23.5,0.0
10.5,11.721008513051505,13.472283537674324,8.611111111111114,0.0,-0.515785811318967,4.0,8.0,14.5,0.0
15.0,16.539531108073756,16.72379960148071,-0.15789473684210975,1.0,-0.776628989400679,-4.0,16.0,15.5,1.0
12.0,11.800265206447703,13.450799118556532,-0.15789473684210975,1.0,-2.359820043051173,-4.0,12.0,13.5,0.0
27.5,23.764594292352115,25.926872923114548,4.666666666666671,0.0,-0.9466577553012502,-5.0,35.0,25.5,1.0
14.0,11.331124019223425,10.019164879478831,20.0,1.0,0.9673706196504415,5.0,23.0,12.5,1.0
16.0,17.483654406245755,17.922107647536333,20.0,1.0,-0.47058413878873384,5.0,28.0,17.5,1.0
11.0,10.643753140585707,10.338856149943073,20.0,1.0,-0.1929535517447945,5.0,14.0,11.5,1.0
27.5,26.13250439027546,26.664533103681364,15.421052631578945,1.0,-0.5075157526283878,19.0,28.0,26.5,1.0
23.0,21.704831156680175,22.853953477092233,4.19047619047619,0.0,-0.48740064612950806,-19.0,13.0,22.5,0.0
19.0,18.912126671587732,18.66606889666469,15.421052631578945,1.0,0.5493592090828615,19.0,18.0,19.5,0.0
19.5,21.369719440157677,19.243472065719722,15.421052631578945,1.0,0.40092504568818266,19.0,23.0,18.5,1.0
15.0,17.65359962369164,17.075352508351088,4.19047619047619,0.0,-0.17931643510108908,-19.0,14.0,16.5,0.0
7.5,10.42559810405003,11.094408112998051,4.19047619047619,0.0,0.04022744002638093,-19.0,9.0,10.5,0.0
14.5,16.131640826693225,14.768130808966104,-8.84210526315789,0.0,1.2357347347621657,-13.0,17.0,14.5,1.0
18.5,20.601438352290366,17.789790736550056,-8.84210526315789,0.0,2.0723315353130785,-13.0,21.0,18.5,1.0
12.5,13.561904012840191,13.394153614568335,-0.15000000000000568,1.0,0.0,13.0,13.0,13.5,0.0
20.0,20.594146926467168,20.105136687532813,-0.15000000000000568,1.0,0.8975473372073134,13.0,20.0,20.5,0.0
10.5,10.94112243194449,13.012293736430832,-8.84210526315789,0.0,-1.1445550004596619,-13.0,14.0,12.5,1.0
15.5,16.50293364649495,16.65666656370315,-0.15000000000000568,1.0,-1.92508015663328,13.0,24.0,15.5,1.0
11.5,11.864254828453696,13.33087744968218,-0.15000000000000568,1.0,-2.065152383949436,13.0,15.0,13.5,1.0
14.0,11.975785506572842,10.527878261364766,-11.952380952380949,1.0,0.5017682443114398,-15.0,4.0,11.5,0.0
12.0,11.59341162632251,11.42879348935509,-0.6363636363636402,0.0,-0.3422606709376275,15.0,6.0,12.5,0.0
12.5,9.613088183699444,8.899908714966946,-0.6363636363636402,0.0,0.4425478419286269,15.0,16.0,11.5,1.0
10.5,10.704744845202763,10.204411532509285,-0.6363636363636402,0.0,-0.11640504929493,15.0,4.0,12.5,0.0
16.0,20.278853187197257,19.244199440733897,-11.952380952380949,1.0,1.6176589787722095,-15.0,18.0,18.5,0.0
14.5,14.82591888267971,15.496440910623392,-0.6363636363636402,0.0,-0.47944088275535596,15.0,11.0,16.5,0.0
13.0,13.21435184203902,11.53633489207081,-11.952380952380949,1.0,1.0821075204917048,-15.0,6.0,11.5,0.0
12.0,10.741646316801148,11.383399900578906,-11.857142857142861,1.0,-0.9286639224763972,-3.0,3.0,12.5,0.0
17.0,18.645759734984246,19.453133482777638,-15.818181818181813,0.0,0.31686300844762866,3.0,18.0,18.5,0.0
12.5,11.603703867244365,12.55174689815758,-11.857142857142861,1.0,-1.2090463456481302,-3.0,17.0,12.5,1.0
16.0,16.986172217670294,16.556416569772285,-11.857142857142861,1.0,0.5516617231947724,-3.0,22.0,17.5,1.0
15.0,13.784700216590556,13.349099956462053,-11.857142857142861,1.0,1.1554420826600686,-3.0,8.0,13.5,0.0
19.0,14.133815360151411,15.787964687736807,-15.818181818181813,0.0,-1.0826014415606975,3.0,8.0,14.5,0.0
20.5,19.804218823475466,19.267884249947485,-15.818181818181813,0.0,0.30216368034740515,3.0,21.0,18.5,1.0
18.0,15.765819238519844,14.487541020362668,3.4090909090909065,1.0,1.5520645742626809,-5.0,6.0,14.5,0.0
14.0,14.746338242793968,14.604085346930116,10.36363636363636,0.0,-0.46633259777433317,5.0,26.0,15.5,1.0
15.5,16.117140572217238,16.092797573472936,3.4090909090909065,1.0,-0.1873580411188862,-5.0,29.0,16.5,1.0
17.5,17.476220109715403,17.05608503436666,3.4090909090909065,1.0,0.6991380631128903,-5.0,15.0,16.5,0.0
12.0,11.364604330397071,11.545442099399402,3.4090909090909065,1.0,-0.494071254326938,-5.0,11.0,12.5,0.0
12.0,12.921887881486011,11.409628830488712,10.36363636363636,0.0,1.877739556724433,5.0,13.0,11.5,1.0
19.0,17.851501176367595,16.39790059504612,-6.849999999999994,0.0,1.9756610604705116,-9.0,20.0,17.5,1.0
16.5,16.377528420783392,14.947751896973358,-1.4000000000000057,1.0,0.8481424553181582,9.0,11.0,15.5,0.0
19.5,20.98866428222084,18.048148745589433,-1.4000000000000057,1.0,1.8861337582354123,9.0,19.0,19.5,0.0
10.5,11.637244226219988,13.091784449599238,-1.4000000000000057,1.0,-0.6917079857606365,9.0,9.0,12.5,0.0
15.0,15.041939753954155,14.404587931575474,-6.849999999999994,0.0,0.41316629220904444,-9.0,9.0,15.5,0.0
27.5,26.553099536773292,26.768762236160082,-5.349999999999994,0.0,-0.6769042450104618,5.0,24.0,27.5,0.0
13.0,13.504164674513603,13.36291821966765,-5.142857142857139,1.0,0.31790712557069223,-5.0,10.0,13.5,0.0
19.0,18.63570447495554,18.611672935131562,-5.349999999999994,0.0,0.2753450177128072,5.0,27.0,18.5,1.0
19.5,20.442616570136966,20.09680494622116,-5.142857142857139,1.0,1.1644416771000328,-5.0,28.0,20.5,1.0
21.0,21.741296712685365,19.53665765407195,-5.349999999999994,0.0,0.43675754071152634,5.0,13.0,19.5,0.0
16.0,17.60874025027881,17.303393009436814,-5.142857142857139,1.0,-0.24021940638579742,-5.0,9.0,16.5,0.0
12.5,12.455553333856999,13.463149995384745,-5.142857142857139,1.0,-1.699304900015725,-5.0,16.0,13.5,1.0
18.0,14.117046327931089,13.831206780618146,14.26086956521739,1.0,0.29170455912960264,9.0,21.0,13.5,1.0
22.0,18.541684070071952,19.59218048302507,2.2272727272727337,0.0,0.15679973315558973,-9.0,4.0,20.5,0.0
16.5,19.543009937146692,17.090900424642587,14.26086956521739,1.0,0.46323675791149144,9.0,20.0,18.5,1.0
22.5,25.896729061365463,22.893506024676764,2.2272727272727337,0.0,0.1621909099631059,-9.0,36.0,24.5,1.0
17.5,17.054175815424962,16.897089748848323,14.26086956521739,1.0,-0.017741836684409217,9.0,28.0,16.5,1.0
12.0,11.311313884764106,11.503263531451973,14.26086956521739,1.0,-0.6123526365439655,9.0,14.0,11.5,1.0
26.5,25.98666213613485,26.556747697894238,-5.095238095238102,0.0,-0.08406504792422799,14.0,33.0,27.5,1.0
19.0,18.297978607537434,16.67731315255965,-5.523809523809518,1.0,2.4352589330260437,-14.0,11.0,18.5,0.0
8.5,8.331875029551584,8.955856750420335,-5.523809523809518,1.0,-0.24216105241892652,-14.0,17.0,8.5,1.0
19.0,21.163652458730084,19.28141413630642,-5.095238095238102,0.0,0.18517181682673534,14.0,19.0,19.5,0.0
21.0,19.481779612123027,19.03612119188298,-5.095238095238102,0.0,1.2934602034436775,14.0,15.0,18.5,0.0
15.0,13.750855446328405,13.985357486632324,-5.523809523809518,1.0,-0.004447366390633208,-14.0,12.0,15.5,0.0
14.0,14.596277727572533,14.291798739855208,-12.181818181818187,1.0,0.4893342081997457,-14.0,8.0,13.5,0.0
20.5,20.71991818678608,18.41156892668211,-12.181818181818187,1.0,2.541631583394108,-14.0,7.0,20.5,0.0
8.5,8.641610217370843,8.287829912734443,-12.181818181818187,1.0,-0.0924955906252338,-14.0,6.0,8.5,0.0
12.5,11.939315226070603,12.93541503875515,-12.181818181818187,1.0,-1.5260370114880506,-14.0,21.0,14.5,1.0
22.0,17.659314087378522,21.45259290357312,-0.13043478260870245,1.0,-1.4229403272100818,-6.0,12.0,21.5,0.0
17.0,19.886252084943983,19.149744978312306,8.590909090909093,0.0,1.426408359763631,6.0,27.0,18.5,1.0
14.5,17.255983268957173,16.961405393067864,-0.13043478260870245,1.0,0.3835354300943596,-6.0,14.0,16.5,0.0
13.0,11.983712338342775,11.116039303681855,8.590909090909093,0.0,1.0443128042962642,6.0,23.0,11.5,1.0
8.0,11.150309378358466,11.22988365409215,-0.13043478260870245,1.0,-0.5572236352126629,-6.0,10.0,10.5,0.0
27.5,27.530948674529792,27.03253993250873,0.13636363636364024,0.0,0.13985891456827443,12.0,28.0,26.5,1.0
14.0,17.27051400247776,15.449260072687224,-2.0869565217391255,1.0,0.625068989814883,-12.0,36.0,15.5,1.0
19.5,20.497409733103,19.259814662720416,0.13636363636364024,0.0,0.5425519197024355,12.0,7.0,18.5,0.0
19.5,18.356362591459774,18.738079918466873,0.13636363636364024,0.0,0.4279393244097947,12.0,22.0,17.5,1.0
13.5,12.910234017031248,11.535872218952258,-2.0869565217391255,1.0,1.5028441642621346,-12.0,5.0,11.5,0.0
10.0,9.656491522761215,10.355181145376815,-7.791666666666671,1.0,-1.5999392223893627,-7.0,18.0,10.5,1.0
18.0,15.429211889250427,14.365408420345288,-0.3333333333333286,0.0,0.8596314468629774,7.0,17.0,14.5,1.0
11.5,9.13091146151257,8.883108678959546,-7.791666666666671,1.0,0.09181321043891295,-7.0,17.0,11.5,1.0
17.5,19.645640203504854,17.307679694978336,-0.3333333333333286,0.0,0.7570533265863739,7.0,17.0,17.5,0.0
8.0,9.097408320733047,9.462695484904794,-7.791666666666671,1.0,-0.0919239598985684,-7.0,10.0,10.5,0.0
14.5,17.212958679839517,16.033422811207483,-7.791666666666671,1.0,0.30192561394347367,-7.0,11.0,16.5,0.0
17.5,18.925280402381606,17.72445255321444,-0.3333333333333286,0.0,0.7843887181105615,7.0,21.0,16.5,1.0
19.0,16.65029520833821,16.253037078278187,-5.272727272727266,0.0,0.7486375730513297,-11.0,12.0,17.5,0.0
13.0,12.744721598518314,12.869706600338647,-3.217391304347828,1.0,-1.4890383830108425,11.0,18.0,12.5,1.0
18.0,20.268722203992677,20.208531217399127,-3.217391304347828,1.0,0.07091730044318934,11.0,14.0,20.5,0.0
15.5,17.894999290327178,17.362459088771352,-3.217391304347828,1.0,0.08911810737913853,11.0,10.0,17.5,0.0
11.5,12.547788080456435,13.386335899384559,-3.217391304347828,1.0,-0.8434780901159556,11.0,3.0,13.5,0.0
14.0,13.40820298374781,13.836988062956289,-5.272727272727266,0.0,-0.3547481242173379,-11.0,12.0,13.5,0.0
10.5,11.207928119102439,11.19271314088887,16.681818181818187,1.0,0.2755988180102412,27.0,8.0,10.5,0.0
10.5,9.524099466882372,10.742588260418378,16.681818181818187,1.0,-0.9034680569352199,27.0,6.0,11.5,0.0
12.5,12.491807495445235,12.891763168387508,16.681818181818187,1.0,-0.43201527500591713,27.0,16.0,12.5,1.0
16.0,17.846063175671055,16.972514056191134,16.681818181818187,1.0,0.3869581842152821,27.0,17.0,18.5,0.0
15.0,12.506734011607108,12.940224612671475,16.681818181818187,1.0,0.10700753674772148,27.0,12.0,12.5,0.0
27.5,27.530948674529792,27.03253993250873,0.13636363636364024,0.0,0.13985891456827443,12.0,28.0,26.5,1.0
